,vaxView,year,value,lowerLimit,upperLimit,sampleSize,confidenceInterval,demographicClass,upperError,lowerError
83,0.0,2002,96.3,0.9434364994663822,0.9792802617230099,0.007238259370960793,0.05519480519480519,0.0,0.053639846743295236,0.05072463768115927
84,0.0,2013,98.1,0.9348986125933831,0.9967284623773174,0.00043084877208099945,0.06818181818181818,0.9166666666666666,0.045977011494252984,0.11352657004830922
86,0.0,2008,93.9,0.8836712913553896,0.9683751363140676,0.006003159557661928,0.1266233766233766,0.3333333333333333,0.10727969348658992,0.12801932367149785
87,0.0,2007,98.0,0.8687299893276414,0.9978189749182116,0.00011489300588826657,0.11363636363636362,0.08333333333333333,0.053639846743295236,0.26086956521739124
88,0.6666666666666666,2010,67.8,0.5848452508004269,0.7284623773173392,0.004882952750251328,0.23376623376623373,0.0,0.2643678160919542,0.17391304347826092
89,0.0,1996,81.9,0.7011739594450374,0.8865866957470011,0.0012925463162429987,0.28571428571428575,0.25,0.2796934865900382,0.2512077294685992
90,0.0,2014,62.0,0.4503735325506938,0.7262813522355507,0.001579778830963665,0.44155844155844154,0.3333333333333333,0.47892720306513403,0.33816425120772936
91,0.0,2009,38.6,0.2710779082177161,0.4296619411123228,0.004365934223754129,0.2662337662337662,0.3333333333333333,0.3333333333333334,0.17874396135265713
92,0.0,1995,73.7,0.6712913553895412,0.7688113413304254,0.011230791325578054,0.1590909090909091,0.25,0.1800766283524905,0.12077294685990338
93,0.0,2002,69.7,0.6147278548559232,0.7393675027262814,0.0073818756283211264,0.20129870129870128,0.0,0.22988505747126436,0.15217391304347835
94,0.0,2000,63.3,0.49839914621131276,0.7131952017448201,0.0025276461295418644,0.34415584415584416,0.16666666666666669,0.3831417624521073,0.26086956521739124
95,0.6666666666666666,2016,82.1,0.6830309498399146,0.8974918211559434,0.0008616975441619992,0.3279220779220779,0.16666666666666669,0.31034482758620724,0.29710144927536225
96,0.6666666666666666,2017,84.9,0.67982924226254,0.9302071973827699,0.0003446790176647997,0.37337662337662336,0.16666666666666669,0.31800766283524895,0.37198067632850257
97,0.0,2006,91.4,0.8687299893276414,0.9432933478735006,0.007094643113600459,0.11363636363636362,0.0,0.11494252873563217,0.10144927536231889
99,0.0,2007,33.6,0.18036286019210246,0.4318429661941112,0.0008616975441619992,0.4123376623376623,0.16666666666666669,0.5325670498084291,0.26328502415458954
100,0.0,2017,68.7,0.5016008537886874,0.801526717557252,0.0007468045382737326,0.47727272727272724,0.08333333333333333,0.48659003831417635,0.3840579710144929
101,0.6666666666666666,2013,87.2,0.7065101387406617,0.945474372955289,2.8723251472066616e-05,0.35064935064935066,0.3333333333333333,0.28352490421455956,0.3671497584541063
102,0.0,2010,65.3,0.5357524012806831,0.7186477644492911,0.0035329599310641967,0.2954545454545454,0.9166666666666666,0.32567049808429116,0.2246376811594202
103,0.0,1998,78.7,0.7577374599786553,0.7949836423118866,0.043515725980180955,0.06818181818181818,0.0,0.0804597701149423,0.045893719806763406
104,0.0,2015,79.7,0.647812166488794,0.8811341330425301,0.002929771650150797,0.36038961038961037,0.25,0.3448275862068965,0.31884057971014496
105,0.0,2016,39.6,0.2913553895410886,0.4274809160305344,0.006807410598879794,0.23051948051948049,0.25,0.2873563218390805,0.15700483091787454
106,0.0,2001,91.8,0.8239060832443971,0.9618320610687023,0.0010914835559385325,0.20129870129870128,0.25,0.16475095785440655,0.21256038647342987
107,0.0,2012,86.8,0.7267876200640341,0.9367502726281351,0.0004882952750251329,0.3149350649350649,0.9166666666666666,0.26819923371647514,0.3115942028985509
108,0.0,1995,53.4,0.34044823906083244,0.6663031624863686,0.00028723251472066627,0.5292207792207791,0.25,0.5977011494252874,0.37922705314009664
109,0.0,2005,85.9,0.8046958377801495,0.8931297709923663,0.015797788309636653,0.13961038961038957,0.08333333333333333,0.1494252873563215,0.11352657004830922
110,0.6666666666666666,2012,23.7,0.09391675560298829,0.31952017448200654,0.0007755277897457993,0.37012987012987014,0.25,0.517241379310345,0.21980676328502421
111,0.6666666666666666,2008,92.4,0.8772678762006404,0.9531079607415485,0.005744650294413328,0.11688311688311687,0.25,0.11111111111111077,0.1062801932367151
112,0.0,2000,85.9,0.8036286019210246,0.8931297709923663,0.005773373545885394,0.14285714285714285,0.3333333333333333,0.1494252873563215,0.1159420289855075
113,0.0,2015,95.1,0.8890074706510138,0.9792802617230099,0.0010627603044664658,0.1266233766233766,0.16666666666666669,0.09961685823754822,0.14492753623188406
114,0.0,1997,77.7,0.7662753468516542,0.7677208287895311,0.6569582076691082,0.012987012987012988,0.0,0.022988505747126218,0.0024154589371982726
115,0.0,2007,16.2,0.061899679829242264,0.16902944383860416,0.004796782995835129,0.19155844155844154,0.7499999999999999,0.27586206896551735,0.11111111111111112
116,0.0,2003,76.5,0.7225186766275348,0.7818974918211561,0.045296567571449085,0.10064935064935066,0.25,0.11877394636015358,0.07246376811594202
117,1.0,2010,62.3,0.5720384204909286,0.6303162486368594,0.03214131839724257,0.1038961038961039,0.0,0.13026819923371666,0.07004830917874393
118,0.0,2014,91.3,0.8794023479188902,0.9356597600872409,0.012523337641821054,0.08766233766233766,0.0,0.09195402298850595,0.07487922705313996
119,0.0,1999,74.1,0.6680896478121664,0.7797164667393676,0.0073818756283211264,0.1818181818181818,0.3333333333333333,0.20306513409961727,0.1376811594202899
120,0.0,2005,89.0,0.8292422625400214,0.9258451472191931,0.007956340657762458,0.14935064935064932,0.16666666666666669,0.1455938697318006,0.13285024154589373
122,0.0,2005,82.7,0.7620064034151548,0.8658669574700109,0.006290392072382594,0.16558441558441556,0.0,0.17624521072796914,0.13285024154589373
123,0.0,2007,77.3,0.6712913553895412,0.8320610687022901,0.004394657475226196,0.2532467532467533,0.7499999999999999,0.2643678160919542,0.20772946859903366
124,0.0,2006,67.9,0.5965848452508005,0.7186477644492911,0.007324429125376993,0.20129870129870128,0.0,0.2260536398467429,0.14975845410628044
126,0.0,2003,86.6,0.67982924226254,0.9465648854961832,0.0001723395088323998,0.3896103896103896,0.08333333333333333,0.31034482758620724,0.4130434782608693
127,0.0,2000,92.1,0.9018143009605123,0.9367502726281351,0.04509550481114462,0.058441558441558426,0.0,0.06513409961685834,0.04347826086956513
128,0.0,2013,67.6,0.45250800426894344,0.8146128680479826,0.0,0.581168831168831,0.3333333333333333,0.5747126436781614,0.4685990338164251
129,0.0,2008,91.0,0.8292422625400214,0.9520174482006543,0.0020106276030446646,0.1818181818181818,0.4166666666666667,0.16091954022988514,0.18115942028985504
130,0.0,2005,88.5,0.7182497331910352,0.9552889858233369,5.744650294413323e-05,0.3409090909090909,0.3333333333333333,0.26819923371647514,0.37198067632850257
131,0.0,2007,74.3,0.5795090715048026,0.8386041439476554,0.001752118339796065,0.40909090909090906,0.25,0.40229885057471254,0.34299516908212563
132,0.0,2007,85.8,0.7748132337246532,0.906215921483097,0.004739336492890996,0.20129870129870128,0.0,0.19923371647509586,0.17874396135265713
133,0.0,2003,80.9,0.7481323372465315,0.8440567066521265,0.007554215137153527,0.1525974025974026,0.0,0.16858237547892682,0.12077294685990371
134,0.0,2006,67.0,0.4621131270010672,0.7993456924754635,0.00025850926324859976,0.5422077922077921,0.25,0.5440613026819924,0.43236714975845425
135,0.6666666666666666,2015,60.1,0.5325506937033084,0.6205016357688113,0.03630618986069223,0.14935064935064932,0.0,0.18007662835249028,0.1062801932367151
136,0.0,2000,97.0,0.9370330843116329,0.9880043620501635,0.005486141031164728,0.07142857142857142,0.08333333333333333,0.05747126436781609,0.08212560386473441
137,0.0,2015,95.9,0.9092849519743864,0.9825517993456925,0.006520178084159127,0.1038961038961039,0.08333333333333333,0.0804597701149423,0.11835748792270541
138,0.6666666666666666,2012,92.2,0.8783351120597652,0.9498364231188658,0.005342524773804395,0.11038961038961037,0.0,0.10727969348658992,0.09903381642512096
139,0.0,2002,84.0,0.7065101387406617,0.9116684841875682,0.000947867298578199,0.3116883116883117,0.7499999999999999,0.2873563218390805,0.289855072463768
140,0.0,1999,69.2,0.6221985058697972,0.7230098146128681,0.008214849921011059,0.16558441558441556,0.0,0.19157088122605362,0.12318840579710162
141,0.0,2011,98.3,0.9754535752401281,0.9923664122137406,0.034640241275312365,0.025974025974025976,0.08333333333333333,0.02298850574712676,0.02657004830917861
142,0.0,2012,97.5,0.9594450373532553,0.9880043620501635,0.014218009478672985,0.04220779220779221,0.08333333333333333,0.03831417624521072,0.04347826086956513
143,0.0,2013,93.6,0.8687299893276414,0.9694656488549618,0.003188280913399397,0.1461038961038961,0.16666666666666669,0.12260536398467443,0.1545893719806761
144,0.6666666666666666,2015,39.5,0.2700106723585913,0.45038167938931306,0.0032457274163435303,0.2987012987012987,0.3333333333333333,0.37164750957854414,0.20289855072463772
145,1.0,2011,74.2,0.7246531483457845,0.7328244274809161,0.23349131121642971,0.025974025974025976,0.49999999999999994,0.03448275862068986,0.012077294685990333
146,0.0,1996,80.0,0.6670224119530417,0.8767720828789531,0.0020106276030446646,0.3246753246753247,0.08333333333333333,0.31800766283524895,0.28260869565217395
147,0.6666666666666666,2014,49.7,0.4066168623265742,0.52453653217012,0.009593565991670256,0.198051948051948,0.6666666666666666,0.24137931034482743,0.14009661835748802
148,0.0,2006,84.9,0.7940234791889008,0.8822246455834242,0.016056297572885254,0.13961038961038957,0.16666666666666669,0.1494252873563215,0.11352657004830922
149,0.0,2016,84.3,0.6851654215581644,0.9225736095965105,0.0010053138015223323,0.36038961038961037,0.5833333333333333,0.31417624521072807,0.3454106280193236
150,0.0,2005,89.4,0.8207043756670225,0.9367502726281351,0.004624443487002729,0.1753246753246753,0.08333333333333333,0.16858237547892682,0.16183574879227058
151,0.0,2008,95.6,0.7406616862326575,0.994547437295529,0.00028723251472066627,0.2597402597402597,0.16666666666666669,0.13409961685823807,0.4927536231884055
152,0.0,1998,97.4,0.9082177161152615,0.994547437295529,0.0009765905500502656,0.10064935064935066,0.3333333333333333,0.06513409961685834,0.15700483091787473
153,0.0,2008,90.3,0.7737459978655283,0.9596510359869139,0.0008904207956340657,0.2662337662337662,0.7499999999999999,0.2145593869731804,0.289855072463768
154,0.0,2009,91.5,0.7566702241195304,0.9716466739367502,0.0006606347838575326,0.2954545454545454,0.08333333333333333,0.210727969348659,0.35748792270531393
155,0.0,2014,57.6,0.4930629669156884,0.6074154852780808,0.013298865431566853,0.19155844155844154,0.25,0.22988505747126436,0.1352657004830918
156,0.0,2004,80.5,0.736392742796158,0.8451472191930208,0.007812724400402125,0.17207792207792205,0.25,0.18773946360153276,0.1376811594202899
157,0.0,2003,35.8,0.2593383137673426,0.37731733914940024,0.006491454832687061,0.2045454545454545,0.0,0.256704980842912,0.13768115942028983
158,0.0,2007,81.7,0.752401280683031,0.856052344601963,0.006089329312078127,0.16558441558441556,0.0,0.1800766283524905,0.13043478260869576
159,0.6666666666666666,2010,38.5,0.2668089647812167,0.4296619411123228,0.003389343673703864,0.2727272727272727,0.16666666666666669,0.3371647509578545,0.18599033816425126
160,0.0,2004,96.0,0.9242262540021344,0.9803707742639041,0.009191440471061324,0.08116883116883117,0.08333333333333333,0.0689655172413792,0.08695652173913063
161,0.0,2013,85.7,0.7854855923159018,0.8996728462377318,0.004940399253195462,0.17857142857142855,0.25,0.1800766283524905,0.15217391304347852
163,0.0,2004,96.4,0.9220917822838848,0.9847328244274809,0.0033031739192876637,0.08766233766233766,0.25,0.0689655172413792,0.10144927536231889
164,0.0,2007,61.6,0.5336179295624334,0.6499454743729554,0.007468045382737327,0.19155844155844154,0.0,0.22605363984674323,0.14009661835748802
165,0.0,2009,55.3,0.45570971184631803,0.5921483097055616,0.006434008329742927,0.22402597402597402,0.9166666666666666,0.2643678160919542,0.16425120772946852
166,0.0,1996,66.4,0.5058697972251868,0.7600872410032716,0.0009191440471061325,0.40584415584415584,0.25,0.4291187739463602,0.3188405797101451
167,0.6666666666666666,2013,45.7,0.2508004268943437,0.6095965103598692,8.616975441619985e-05,0.5876623376623377,0.0,0.6934865900383138,0.39613526570048324
168,0.0,2010,50.1,0.3970117395944504,0.5419847328244275,0.010914835559385322,0.24025974025974026,0.16666666666666669,0.2873563218390805,0.17149758454106281
169,0.0,2016,83.2,0.7609391675560299,0.8735005452562704,0.0056297572885250615,0.17857142857142855,0.25,0.18390804597701135,0.1473429951690823
171,0.0,2005,50.1,0.2753468516542156,0.6684841875681571,5.744650294413323e-05,0.646103896103896,0.16666666666666669,0.731800766283525,0.44685990338164255
173,0.0,2004,88.9,0.83991462113127,0.9214830970556163,0.01711905787735172,0.1266233766233766,0.0,0.1340996168582375,0.1062801932367151
174,0.0,2004,85.7,0.6691568836712914,0.9411123227917122,0.0018670113456843314,0.40259740259740256,0.25,0.32567049808429116,0.41545893719806765
176,0.0,2004,83.7,0.7491995731056564,0.8887677208287896,0.0037914691943127963,0.21753246753246752,0.08333333333333333,0.21839080459770124,0.18599033816425126
177,0.6666666666666666,2013,80.1,0.736392742796158,0.8375136314067613,0.008502082435731724,0.1623376623376623,0.3333333333333333,0.17624521072796964,0.12801932367149751
178,0.0,1995,52.7,0.4418356456776948,0.5517993456924755,0.011316961079994255,0.18506493506493504,0.0,0.22222222222222207,0.13285024154589387
179,0.0,2016,90.6,0.7620064034151548,0.9640130861504908,0.0013499928191871321,0.28571428571428575,0.5833333333333333,0.21839080459770124,0.32367149758454083
180,0.6666666666666666,2012,19.1,0.10352187833511206,0.17884405670665218,0.018698836708315382,0.1461038961038961,0.0,0.19923371647509586,0.08695652173913054
181,0.0,2003,90.2,0.7737459978655283,0.9585605234460197,0.000718081286801666,0.2662337662337662,0.3333333333333333,0.21455938697317986,0.2874396135265702
183,0.0,2002,95.1,0.9092849519743864,0.9749182115594328,0.007123366365072526,0.09740259740259738,0.0,0.0842911877394637,0.09903381642512064
184,0.0,2017,94.4,0.8377801494130203,0.9814612868047983,0.000947867298578199,0.19155844155844154,0.16666666666666669,0.1340996168582375,0.24396135265700497
185,0.0,2017,81.7,0.6840981856990395,0.890948745910578,0.0011489300588826655,0.3181818181818182,0.9166666666666666,0.302681992337165,0.2850241545893722
187,0.6666666666666666,2016,20.0,0.10992529348986127,0.19083969465648856,0.009191440471061324,0.1525974025974026,0.0,0.20689655172413796,0.09420289855072465
188,0.0,2010,86.6,0.7193169690501602,0.9367502726281351,0.0008042510412178658,0.3246753246753247,0.7499999999999999,0.27586206896551735,0.32367149758454083
189,0.0,2015,94.6,0.8964781216648879,0.9738276990185388,0.005457417779692662,0.11363636363636362,0.25,0.09961685823754822,0.11594202898550716
190,0.0,2011,62.2,0.48772678762006405,0.7011995637949837,0.002642539135430131,0.34415584415584416,0.4166666666666667,0.3831417624521073,0.2584541062801933
191,0.0,2008,88.0,0.8313767342582712,0.9116684841875682,0.006864857101823927,0.1266233766233766,0.0,0.1340996168582375,0.10386473429951681
192,0.0,2006,85.4,0.6702241195304162,0.9378407851690296,0.0001723395088323998,0.39935064935064934,0.3333333333333333,0.32567049808429116,0.40579710144927567
193,0.0,2006,62.1,0.5699039487726788,0.6259541984732824,0.04969122504667529,0.10064935064935066,0.0,0.12260536398467418,0.07004830917874408
194,0.0,2003,85.9,0.80042689434365,0.8953107960741549,0.008789314950452392,0.14935064935064932,0.16666666666666669,0.15708812260536378,0.12318840579710162
195,0.0,2014,68.6,0.4866595517609392,0.8091603053435116,0.0007468045382737326,0.5129870129870129,0.25,0.5172413793103453,0.4154589371980675
196,0.0,1996,96.9,0.880469583778015,0.9934569247546348,0.002470199626597731,0.12987012987012986,0.08333333333333333,0.0804597701149423,0.207729468599034
197,0.0,2015,87.5,0.7993596584845252,0.9203925845147218,0.005830820048829528,0.18506493506493504,0.5833333333333333,0.18390804597701135,0.16425120772946852
198,0.0,2011,87.1,0.7054429028815368,0.945474372955289,2.8723251472066616e-05,0.35064935064935066,0.08333333333333333,0.28735632183908105,0.3671497584541063
199,0.0,2005,88.8,0.8826040554962647,0.8898582333696837,0.2776676719804682,0.016233766233766232,0.4166666666666667,0.026819923371647614,0.007246376811594131
200,0.6666666666666666,2017,97.0,0.9231590181430096,0.9901853871319521,0.006864857101823927,0.08766233766233766,0.3333333333333333,0.06513409961685834,0.11352657004830922
